"filename", "language", "JSON", "Markdown", "JavaScript", "TypeScript", "TypeScript JSX", "CSS", "XML", "JSON with Comments", "HTML", "Ignore", "comment", "blank", "total"
"/home/aneja/work/web/onelink/apps/web/src/features/links/update-link.ts", "TypeScript", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 5, 43
"/home/aneja/work/web/onelink/apps/web/src/features/users/get-user.ts", "TypeScript", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 5, 32
"/home/aneja/work/web/onelink/apps/web/src/features/users/logout-user.ts", "TypeScript", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 6, 36
"/home/aneja/work/web/onelink/apps/web/src/hooks/collections.ts", "TypeScript", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 2, 24
"/home/aneja/work/web/onelink/apps/web/src/hooks/links.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/home/aneja/work/web/onelink/apps/web/src/hooks/user.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 1, 18
"/home/aneja/work/web/onelink/apps/web/src/lib/react-query.ts", "TypeScript", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 5, 26
"/home/aneja/work/web/onelink/apps/web/src/lib/tailwind-utils.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/home/aneja/work/web/onelink/apps/web/src/lib/utils/get-paths.ts", "TypeScript", 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 4, 8, 84
"/home/aneja/work/web/onelink/apps/web/src/lib/utils/get-random-color.ts", "TypeScript", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 2, 28
"/home/aneja/work/web/onelink/apps/web/src/main.tsx", "TypeScript JSX", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 2, 11
"/home/aneja/work/web/onelink/apps/web/src/sections/collections.tsx", "TypeScript JSX", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 1, 8, 62
"/home/aneja/work/web/onelink/apps/web/src/sections/hero.tsx", "TypeScript JSX", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 3, 40
"/home/aneja/work/web/onelink/apps/web/src/sections/links.tsx", "TypeScript JSX", 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 9, 72
"/home/aneja/work/web/onelink/apps/web/src/store/slices/application-slice.ts", "TypeScript", 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 4, 99
"/home/aneja/work/web/onelink/apps/web/src/store/slices/collections-slice.ts", "TypeScript", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 5, 43
"/home/aneja/work/web/onelink/apps/web/src/store/slices/links-slice.ts", "TypeScript", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 5, 38
"/home/aneja/work/web/onelink/apps/web/src/store/slices/user-slice.ts", "TypeScript", 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 6, 46
